ProductID, Category, Brand,  Price , Vegan
2593,Nail Care,Velvet Vixen,75.01,Yes
2594,Nail Care,Glimmer & Glow,41.66,No
2595,Fragrance,Fantasy,51.76,No
2596,Nail Care,Glimmer & Glow,57.85,No
2597,Body Care,Velvet Vixen,86.55,Yes
2598,Body Care,Dazzle Dream,48.13,No
2599,Fragrance,Dazzle Dream,11.36,Yes
2600,Skincare,Dazzle Dream,19.67,No
2601,Haircare,Glimmer & Glow,89.20,Yes
2602,Body Care,Luxe Mirage,50.47,No
2603,Fragrance,Velvet Vixen,60.26,No
2604,Skincare,Velvet Vixen,75.38,Yes
2605,Body Care,Dazzle Dream,77.90,No
2606,Skincare,Velvet Vixen,78.10,No
2607,Body Care,Mystique,13.33,Yes
2608,Body Care,Fantasy,22.58,Yes
2609,Makeup,Glimmer & Glow,53.24,No
2610,Body Care,Fantasy,77.85,No
2611,Fragrance,Velvet Vixen,94.65,Yes
2612,Makeup,Luxe Mirage,72.25,Yes
2613,Fragrance,Dazzle Dream,29.24,Yes
2614,Body Care,Fantasy,29.27,No
2615,Fragrance,Velvet Vixen,96.93,No
2616,Body Care,Velvet Vixen,30.01,No
2617,Haircare,Fantasy,26.36,Yes
2618,Fragrance,Glimmer & Glow,88.38,Yes
2619,Skincare,Fantasy,22.23,Yes
2620,Fragrance,Mystique,13.52,Yes
2621,Fragrance,Luxe Mirage,36.35,No
2622,Skincare,Luxe Mirage,49.92,No
2623,Makeup,Fantasy,93.10,Yes
2624,Makeup,Velvet Vixen,75.86,Yes
2625,Makeup,Glimmer & Glow,21.61,No
2626,Fragrance,Fantasy,67.25,Yes
2627,Nail Care,Velvet Vixen,92.25,Yes
2628,Skincare,Velvet Vixen,12.09,No
2629,Haircare,Dazzle Dream,63.82,No
2630,Nail Care,Glimmer & Glow,25.92,No
2631,Body Care,Dazzle Dream,13.08,Yes
2632,Skincare,Mystique,49.84,Yes
2633,Fragrance,Glimmer & Glow,44.66,Yes
2634,Nail Care,Glimmer & Glow,62.66,No
2635,Makeup,Luxe Mirage,61.00,Yes
2636,Haircare,Dazzle Dream,95.91,No
2637,Haircare,Luxe Mirage,37.74,Yes
2638,Haircare,Glimmer & Glow,83.26,No
2639,Skincare,Luxe Mirage,55.21,Yes
2640,Haircare,Glimmer & Glow,43.49,Yes
2641,Nail Care,Luxe Mirage,22.07,Yes
2642,Makeup,Mystique,12.73,No
2643,Nail Care,Luxe Mirage,38.86,No
2644,Makeup,Luxe Mirage,43.12,No
2645,Haircare,Luxe Mirage,69.88,Yes
2646,Makeup,Glimmer & Glow,36.23,No
2647,Nail Care,Mystique,12.34,No
2648,Body Care,Fantasy,56.65,No
2649,Makeup,Mystique,30.68,No
2650,Nail Care,Glimmer & Glow,68.16,No
2651,Haircare,Dazzle Dream,23.56,Yes
2652,Fragrance,Velvet Vixen,68.35,Yes
2653,Haircare,Velvet Vixen,11.06,Yes
2654,Nail Care,Luxe Mirage,57.44,No
2655,Skincare,Mystique,63.20,Yes
2656,Fragrance,Dazzle Dream,57.06,No
2657,Haircare,Fantasy,15.75,No
2658,Body Care,Mystique,98.15,Yes
2659,Body Care,Glimmer & Glow,83.69,Yes
2660,Fragrance,Dazzle Dream,43.12,Yes
2661,Haircare,Fantasy,75.78,Yes
2662,Nail Care,Fantasy,11.40,No
2663,Fragrance,Velvet Vixen,99.39,No
2664,Nail Care,Velvet Vixen,59.60,Yes
2665,Makeup,Luxe Mirage,38.54,No
2666,Nail Care,Luxe Mirage,91.35,No
2667,Nail Care,Fantasy,74.96,Yes
2668,Makeup,Luxe Mirage,77.71,Yes
2669,Nail Care,Dazzle Dream,11.08,Yes
2670,Haircare,Fantasy,38.82,No
2671,Nail Care,Luxe Mirage,79.23,Yes
2672,Skincare,Mystique,68.02,No
2673,Nail Care,Luxe Mirage,95.48,No
2674,Skincare,Velvet Vixen,98.34,No
2675,Haircare,Mystique,49.69,Yes
2676,Makeup,Mystique,56.27,No
2677,Skincare,Dazzle Dream,90.80,No
2678,Haircare,Luxe Mirage,85.36,Yes
2679,Body Care,Luxe Mirage,27.73,No
2680,Fragrance,Velvet Vixen,66.52,Yes
2681,Haircare,Fantasy,84.53,No
2682,Makeup,Fantasy,20.29,No
2683,Haircare,Luxe Mirage,43.01,No
2684,Body Care,Fantasy,66.49,Yes
2685,Nail Care,Mystique,72.28,Yes
2686,Nail Care,Velvet Vixen,45.98,Yes
2687,Fragrance,Glimmer & Glow,91.37,Yes
2688,Skincare,Glimmer & Glow,35.28,Yes
2689,Body Care,Mystique,50.63,No
2690,Nail Care,Mystique,15.25,Yes
2691,Makeup,Mystique,51.45,Yes
2692,Body Care,Fantasy,39.90,Yes
2693,Makeup,Luxe Mirage,62.34,No
2694,Skincare,Dazzle Dream,21.32,Yes
2695,Fragrance,Velvet Vixen,83.44,No
2696,Skincare,Dazzle Dream,76.01,Yes
2697,Skincare,Velvet Vixen,28.02,No
2698,Body Care,Glimmer & Glow,84.21,Yes
2699,Skincare,Luxe Mirage,18.42,No
2700,Body Care,Dazzle Dream,15.27,Yes
2701,Skincare,Glimmer & Glow,15.19,Yes
2702,Makeup,Luxe Mirage,85.22,Yes
2703,Body Care,Glimmer & Glow,99.44,No
2704,Fragrance,Mystique,23.84,No
2705,Haircare,Glimmer & Glow,93.97,Yes
2706,Fragrance,Glimmer & Glow,28.41,No
2707,Haircare,Mystique,77.89,Yes
2708,Body Care,Glimmer & Glow,59.76,Yes
2709,Nail Care,Luxe Mirage,51.20,Yes
2710,Skincare,Glimmer & Glow,69.42,No
2711,Haircare,Mystique,28.57,No
2712,Body Care,Fantasy,38.00,No
2713,Haircare,Luxe Mirage,28.41,No
2714,Haircare,Fantasy,19.03,Yes
2715,Haircare,Luxe Mirage,17.55,Yes
2716,Haircare,Glimmer & Glow,30.62,No
2717,Skincare,Dazzle Dream,38.54,No
2718,Skincare,Glimmer & Glow,50.91,Yes
2719,Body Care,Mystique,17.97,No
2720,Haircare,Dazzle Dream,91.32,No
2721,Haircare,Velvet Vixen,34.71,No
2722,Fragrance,Velvet Vixen,89.81,No
2723,Skincare,Velvet Vixen,62.46,No
2724,Haircare,Glimmer & Glow,61.17,Yes
2725,Nail Care,Mystique,55.07,No
2726,Makeup,Fantasy,67.34,No
2727,Makeup,Velvet Vixen,50.24,Yes
2728,Body Care,Fantasy,38.78,No
2729,Makeup,Velvet Vixen,78.51,No
2730,Fragrance,Luxe Mirage,99.97,Yes
2731,Makeup,Glimmer & Glow,77.45,Yes
2732,Haircare,Mystique,25.43,Yes
2733,Makeup,Dazzle Dream,94.00,Yes
2734,Makeup,Glimmer & Glow,98.80,Yes
2735,Skincare,Fantasy,46.36,Yes
2736,Haircare,Dazzle Dream,83.21,No
2737,Skincare,Glimmer & Glow,43.97,Yes
2738,Nail Care,Mystique,92.17,Yes
2739,Makeup,Glimmer & Glow,72.29,No
2740,Body Care,Velvet Vixen,97.12,Yes
2741,Fragrance,Glimmer & Glow,77.72,Yes
2742,Skincare,Mystique,84.13,Yes
2743,Haircare,Dazzle Dream,49.13,Yes
2744,Makeup,Luxe Mirage,99.71,Yes
2745,Nail Care,Glimmer & Glow,27.39,Yes
2746,Haircare,Mystique,70.56,Yes
2747,Skincare,Glimmer & Glow,44.70,No
2748,Skincare,Fantasy,95.58,Yes
2749,Nail Care,Mystique,23.08,Yes
2750,Body Care,Mystique,32.90,Yes
2751,Skincare,Mystique,38.36,Yes
2752,Skincare,Luxe Mirage,26.02,Yes
2753,Fragrance,Velvet Vixen,19.84,No
2754,Haircare,Fantasy,47.40,No
2755,Nail Care,Mystique,15.67,No
2756,Nail Care,Luxe Mirage,81.34,Yes
2757,Fragrance,Glimmer & Glow,20.17,Yes
2758,Body Care,Mystique,53.81,No
2759,Makeup,Glimmer & Glow,46.68,Yes
2760,Fragrance,Velvet Vixen,15.49,Yes
2761,Skincare,Velvet Vixen,17.45,Yes
2762,Makeup,Dazzle Dream,48.72,No
2763,Skincare,Dazzle Dream,12.72,No
2764,Body Care,Mystique,57.92,No
2765,Body Care,Fantasy,86.24,No
2766,Fragrance,Velvet Vixen,48.38,No
2767,Fragrance,Velvet Vixen,47.36,No
2768,Makeup,Luxe Mirage,39.44,No
2769,Skincare,Luxe Mirage,84.10,Yes
2770,Fragrance,Mystique,34.48,No
2771,Haircare,Glimmer & Glow,86.21,No
2772,Haircare,Velvet Vixen,73.63,No
2773,Makeup,Mystique,45.51,Yes
2774,Body Care,Glimmer & Glow,95.58,No
2775,Fragrance,Glimmer & Glow,36.77,No
2776,Body Care,Mystique,41.92,No
2777,Body Care,Luxe Mirage,50.26,No
2778,Haircare,Mystique,12.02,No
2779,Haircare,Luxe Mirage,97.55,Yes
2780,Nail Care,Luxe Mirage,20.61,No
2781,Haircare,Fantasy,32.23,No
2782,Skincare,Dazzle Dream,88.60,Yes
2783,Haircare,Glimmer & Glow,24.96,Yes
2784,Haircare,Luxe Mirage,94.38,Yes
2785,Haircare,Mystique,24.79,No
2786,Nail Care,Velvet Vixen,72.73,No
2787,Fragrance,Glimmer & Glow,29.78,No
2788,Fragrance,Mystique,84.46,No
2789,Body Care,Mystique,86.48,Yes
2790,Haircare,Fantasy,46.73,No
2791,Makeup,Dazzle Dream,67.77,No
2792,Skincare,Mystique,66.08,No
2793,Skincare,Luxe Mirage,53.73,Yes
2794,Body Care,Luxe Mirage,78.85,No
2795,Skincare,Dazzle Dream,54.49,No
2796,Skincare,Luxe Mirage,21.08,No
2797,Body Care,Velvet Vixen,52.99,No
2798,Haircare,Glimmer & Glow,39.69,No
2799,Body Care,Luxe Mirage,29.19,Yes
2800,Skincare,Mystique,78.15,No
2801,Skincare,Luxe Mirage,41.09,No
2802,Makeup,Glimmer & Glow,79.50,Yes
2803,Haircare,Luxe Mirage,53.32,Yes
2804,Makeup,Luxe Mirage,15.35,Yes
2805,Makeup,Fantasy,54.68,Yes
2806,Makeup,Dazzle Dream,74.39,Yes
2807,Haircare,Fantasy,14.86,No
2808,Haircare,Mystique,59.23,No
2809,Fragrance,Glimmer & Glow,81.67,Yes
2810,Fragrance,Fantasy,21.63,Yes
2811,Makeup,Fantasy,27.45,No
2812,Skincare,Fantasy,12.20,Yes
2813,Haircare,Dazzle Dream,96.85,Yes
2814,Makeup,Fantasy,12.58,No
2815,Haircare,Luxe Mirage,17.83,Yes
2816,Fragrance,Glimmer & Glow,52.79,Yes
2817,Fragrance,Luxe Mirage,36.44,Yes
2818,Body Care,Velvet Vixen,45.23,Yes
2819,Skincare,Glimmer & Glow,62.45,No
2820,Haircare,Dazzle Dream,26.49,No
2821,Nail Care,Glimmer & Glow,88.69,No
2822,Skincare,Velvet Vixen,88.89,Yes
2823,Haircare,Glimmer & Glow,32.74,Yes
2824,Body Care,Glimmer & Glow,65.75,Yes
2825,Skincare,Glimmer & Glow,37.60,Yes
2826,Body Care,Velvet Vixen,48.55,Yes
2827,Haircare,Dazzle Dream,53.99,Yes
2828,Skincare,Dazzle Dream,77.54,Yes
2829,Makeup,Fantasy,16.61,No
2830,Fragrance,Glimmer & Glow,43.59,Yes
2831,Makeup,Velvet Vixen,70.79,Yes
2832,Haircare,Velvet Vixen,85.86,Yes
2833,Haircare,Luxe Mirage,63.76,No
2834,Makeup,Velvet Vixen,31.18,Yes
2835,Body Care,Luxe Mirage,35.05,No
2836,Makeup,Mystique,36.61,No
2837,Nail Care,Velvet Vixen,76.57,No
2838,Fragrance,Mystique,44.72,No
2839,Fragrance,Velvet Vixen,29.69,No
2840,Fragrance,Velvet Vixen,47.33,Yes
2841,Fragrance,Mystique,75.69,Yes
2842,Skincare,Fantasy,67.47,No
2843,Skincare,Glimmer & Glow,57.39,No
2844,Skincare,Glimmer & Glow,49.71,Yes
2845,Fragrance,Velvet Vixen,63.01,No
2846,Makeup,Velvet Vixen,33.43,Yes
2847,Nail Care,Dazzle Dream,10.12,No
2848,Nail Care,Dazzle Dream,51.33,Yes
2849,Fragrance,Fantasy,87.40,No
2850,Skincare,Luxe Mirage,99.24,Yes
2851,Haircare,Dazzle Dream,87.24,No
2852,Haircare,Dazzle Dream,64.89,No
2853,Haircare,Fantasy,74.82,Yes
2854,Fragrance,Dazzle Dream,93.62,Yes
2855,Haircare,Luxe Mirage,16.52,No
2856,Haircare,Glimmer & Glow,68.33,Yes
2857,Body Care,Glimmer & Glow,74.45,Yes
2858,Makeup,Glimmer & Glow,94.52,Yes
2859,Skincare,Fantasy,90.19,Yes
2860,Body Care,Fantasy,95.17,No
2861,Haircare,Velvet Vixen,73.16,No
2862,Makeup,Mystique,45.30,No
2863,Body Care,Glimmer & Glow,34.72,No
2864,Skincare,Glimmer & Glow,18.40,Yes
2865,Skincare,Dazzle Dream,62.04,No
2866,Body Care,Glimmer & Glow,39.24,No
2867,Haircare,Luxe Mirage,96.27,Yes
2868,Nail Care,Fantasy,63.45,Yes
2869,Makeup,Luxe Mirage,63.58,No
2870,Skincare,Mystique,38.91,Yes
2871,Makeup,Luxe Mirage,89.69,Yes
2872,Makeup,Velvet Vixen,63.61,No
2873,Haircare,Mystique,11.44,Yes
2874,Skincare,Fantasy,67.62,No
2875,Body Care,Velvet Vixen,43.98,No
2876,Nail Care,Mystique,63.05,No
2877,Skincare,Luxe Mirage,22.84,Yes
2878,Fragrance,Dazzle Dream,99.01,Yes
2879,Skincare,Glimmer & Glow,15.34,No
2880,Skincare,Glimmer & Glow,35.52,No
2881,Fragrance,Mystique,66.18,Yes
2882,Nail Care,Luxe Mirage,80.28,Yes
2883,Makeup,Dazzle Dream,13.40,No
2884,Body Care,Luxe Mirage,82.44,No
2885,Haircare,Luxe Mirage,90.11,Yes
2886,Haircare,Velvet Vixen,21.40,Yes
2887,Fragrance,Luxe Mirage,93.29,Yes
2888,Makeup,Luxe Mirage,17.43,Yes
2889,Skincare,Glimmer & Glow,13.53,Yes
2890,Makeup,Luxe Mirage,22.04,No
2891,Fragrance,Glimmer & Glow,30.11,No
2892,Skincare,Fantasy,95.81,Yes
2893,Nail Care,Glimmer & Glow,15.92,No
2894,Fragrance,Fantasy,70.33,No
2895,Body Care,Velvet Vixen,27.99,No
2896,Nail Care,Glimmer & Glow,17.07,No
2897,Body Care,Glimmer & Glow,49.29,Yes
2898,Haircare,Glimmer & Glow,65.08,No
2899,Body Care,Glimmer & Glow,23.01,No
2900,Haircare,Mystique,50.55,Yes
2901,Makeup,Mystique,50.65,Yes
2902,Nail Care,Mystique,38.45,No
2903,Fragrance,Glimmer & Glow,22.31,Yes
2904,Fragrance,Luxe Mirage,51.18,No
2905,Skincare,Fantasy,50.29,Yes
2906,Skincare,Fantasy,48.39,Yes
2907,Body Care,Luxe Mirage,98.10,Yes
2908,Haircare,Dazzle Dream,92.65,Yes
2909,Nail Care,Glimmer & Glow,65.99,Yes
2910,Fragrance,Mystique,52.68,Yes
2911,Body Care,Velvet Vixen,65.95,No
2912,Fragrance,Velvet Vixen,34.17,Yes
2913,Haircare,Velvet Vixen,88.81,Yes
2914,Body Care,Glimmer & Glow,96.12,Yes
2915,Makeup,Glimmer & Glow,69.85,Yes
2916,Makeup,Dazzle Dream,12.37,No
2917,Makeup,Velvet Vixen,84.84,Yes
2918,Fragrance,Glimmer & Glow,34.55,No
2919,Skincare,Mystique,28.83,No
2920,Nail Care,Glimmer & Glow,17.03,Yes
2921,Body Care,Dazzle Dream,92.48,No
2922,Fragrance,Velvet Vixen,63.11,No
2923,Skincare,Fantasy,89.42,No
2924,Fragrance,Fantasy,28.16,No
2925,Fragrance,Luxe Mirage,52.53,Yes
2926,Makeup,Dazzle Dream,40.64,Yes
2927,Haircare,Velvet Vixen,28.26,No
2928,Makeup,Dazzle Dream,18.78,Yes
2929,Fragrance,Mystique,13.39,Yes
2930,Skincare,Velvet Vixen,74.71,No
2931,Nail Care,Dazzle Dream,35.31,No
2932,Makeup,Velvet Vixen,86.95,Yes
2933,Haircare,Mystique,68.98,Yes
2934,Fragrance,Fantasy,39.87,Yes
2935,Fragrance,Velvet Vixen,45.54,Yes
2936,Makeup,Fantasy,55.40,No
2937,Fragrance,Velvet Vixen,30.66,Yes
2938,Skincare,Luxe Mirage,46.30,Yes
2939,Body Care,Velvet Vixen,24.91,No
2940,Haircare,Glimmer & Glow,93.00,No
2941,Makeup,Fantasy,96.95,Yes
2942,Makeup,Dazzle Dream,68.74,Yes
2943,Body Care,Fantasy,27.55,No
2944,Fragrance,Fantasy,58.46,Yes
2945,Skincare,Fantasy,50.56,No
2946,Haircare,Glimmer & Glow,30.00,No
2947,Body Care,Velvet Vixen,19.12,No
2948,Haircare,Fantasy,60.13,Yes
2949,Nail Care,Dazzle Dream,36.15,Yes
2950,Fragrance,Fantasy,33.13,No
2951,Body Care,Dazzle Dream,84.60,Yes
2952,Makeup,Luxe Mirage,27.05,No
2953,Fragrance,Dazzle Dream,40.88,Yes
2954,Fragrance,Mystique,71.63,Yes
2955,Haircare,Luxe Mirage,79.58,Yes
2956,Skincare,Dazzle Dream,12.62,No
2957,Haircare,Glimmer & Glow,91.53,No
2958,Nail Care,Fantasy,20.11,Yes
2959,Skincare,Luxe Mirage,25.25,No
2960,Haircare,Glimmer & Glow,57.68,Yes
2961,Skincare,Velvet Vixen,70.96,Yes
2962,Body Care,Fantasy,90.63,No
2963,Skincare,Luxe Mirage,11.16,No
2964,Makeup,Dazzle Dream,67.64,Yes
2965,Fragrance,Velvet Vixen,64.55,No
2966,Makeup,Velvet Vixen,94.02,Yes
2967,Skincare,Luxe Mirage,96.82,Yes
2968,Haircare,Dazzle Dream,78.41,Yes
2969,Body Care,Velvet Vixen,22.13,Yes
2970,Makeup,Dazzle Dream,42.56,No
2971,Haircare,Luxe Mirage,58.48,No
2972,Haircare,Dazzle Dream,61.90,No
2973,Body Care,Luxe Mirage,64.10,Yes
2974,Makeup,Velvet Vixen,17.26,Yes
2975,Haircare,Mystique,47.52,No
2976,Nail Care,Luxe Mirage,92.12,Yes
2977,Fragrance,Fantasy,94.95,No
2978,Makeup,Mystique,23.63,Yes
2979,Makeup,Glimmer & Glow,22.71,Yes
2980,Fragrance,Glimmer & Glow,41.87,Yes
2981,Nail Care,Luxe Mirage,81.01,No
2982,Body Care,Mystique,42.84,Yes
2983,Makeup,Luxe Mirage,96.33,Yes
2984,Nail Care,Fantasy,36.63,Yes
2985,Fragrance,Glimmer & Glow,79.95,Yes
2986,Skincare,Mystique,71.50,No
2987,Fragrance,Glimmer & Glow,13.53,No
2988,Fragrance,Dazzle Dream,30.36,Yes
2989,Skincare,Luxe Mirage,74.85,No
2990,Nail Care,Glimmer & Glow,54.48,No
2991,Skincare,Dazzle Dream,99.23,Yes
2992,Skincare,Luxe Mirage,75.94,No
2993,Makeup,Velvet Vixen,11.81,Yes
2994,Makeup,Mystique,24.72,Yes
2995,Nail Care,Velvet Vixen,94.38,No
2996,Nail Care,Fantasy,30.46,No
2997,Skincare,Dazzle Dream,13.76,No
2998,Haircare,Glimmer & Glow,34.13,Yes
2999,Nail Care,Luxe Mirage,65.12,No
3000,Skincare,Velvet Vixen,11.85,Yes
3001,Skincare,Glimmer & Glow,67.17,Yes
3002,Makeup,Velvet Vixen,12.45,No
3003,Nail Care,Luxe Mirage,90.52,Yes
3004,Skincare,Mystique,81.45,No
3005,Skincare,Velvet Vixen,48.26,Yes
3006,Haircare,Fantasy,73.99,No
3007,Body Care,Mystique,35.01,Yes
3008,Haircare,Mystique,48.57,Yes
3009,Skincare,Mystique,16.45,Yes
3010,Haircare,Luxe Mirage,77.48,No
3011,Fragrance,Dazzle Dream,19.81,No
3012,Skincare,Glimmer & Glow,21.37,Yes
3013,Fragrance,Fantasy,22.26,Yes
3014,Nail Care,Glimmer & Glow,58.15,No
3015,Body Care,Mystique,63.45,Yes
3016,Skincare,Fantasy,61.81,No
3017,Skincare,Luxe Mirage,92.26,No
3018,Makeup,Mystique,25.99,No
3019,Skincare,Glimmer & Glow,31.68,No
3020,Haircare,Fantasy,32.65,Yes
3021,Body Care,Fantasy,87.53,Yes
3022,Nail Care,Dazzle Dream,35.19,Yes
3023,Fragrance,Velvet Vixen,83.72,Yes
3024,Fragrance,Mystique,23.18,No
3025,Skincare,Mystique,39.50,Yes
3026,Fragrance,Luxe Mirage,35.31,Yes
3027,Makeup,Glimmer & Glow,23.04,No
3028,Body Care,Fantasy,22.82,No
3029,Nail Care,Mystique,88.03,Yes
3030,Haircare,Fantasy,44.63,Yes
3031,Nail Care,Velvet Vixen,64.70,No
3032,Fragrance,Luxe Mirage,32.70,Yes
3033,Fragrance,Dazzle Dream,97.03,Yes
3034,Fragrance,Velvet Vixen,56.49,Yes
3035,Nail Care,Velvet Vixen,59.98,No
3036,Haircare,Mystique,22.32,No
3037,Makeup,Fantasy,90.95,No
3038,Nail Care,Velvet Vixen,27.33,No
3039,Body Care,Velvet Vixen,27.85,No
3040,Nail Care,Dazzle Dream,52.29,No
3041,Haircare,Glimmer & Glow,55.25,No
3042,Fragrance,Velvet Vixen,90.18,No
3043,Haircare,Luxe Mirage,57.43,Yes
3044,Body Care,Fantasy,91.36,No
3045,Fragrance,Luxe Mirage,24.44,No
3046,Makeup,Fantasy,70.10,Yes
3047,Body Care,Luxe Mirage,79.26,No
3048,Fragrance,Dazzle Dream,49.70,No
3049,Body Care,Mystique,58.63,Yes
3050,Fragrance,Glimmer & Glow,49.19,Yes
3051,Nail Care,Fantasy,18.44,Yes
3052,Makeup,Dazzle Dream,77.19,No
3053,Skincare,Velvet Vixen,78.37,No
3054,Body Care,Glimmer & Glow,17.34,No
3055,Skincare,Dazzle Dream,96.85,Yes
3056,Haircare,Glimmer & Glow,56.39,No
3057,Nail Care,Luxe Mirage,31.86,No
3058,Skincare,Luxe Mirage,48.81,Yes
3059,Skincare,Fantasy,48.72,Yes
3060,Nail Care,Mystique,16.74,No
3061,Skincare,Mystique,75.03,Yes
3062,Haircare,Glimmer & Glow,50.91,Yes
3063,Haircare,Mystique,86.64,No
3064,Haircare,Mystique,76.78,Yes
3065,Makeup,Mystique,96.23,Yes
3066,Haircare,Mystique,90.02,No
3067,Body Care,Fantasy,68.45,No
3068,Fragrance,Dazzle Dream,65.59,Yes
3069,Body Care,Luxe Mirage,59.80,Yes
3070,Nail Care,Fantasy,63.68,Yes
3071,Haircare,Glimmer & Glow,65.63,No
3072,Fragrance,Luxe Mirage,57.13,Yes
3073,Makeup,Mystique,49.17,No
3074,Body Care,Mystique,46.59,Yes
3075,Makeup,Fantasy,17.28,Yes
3076,Skincare,Dazzle Dream,97.42,Yes
3077,Haircare,Mystique,81.46,Yes
3078,Fragrance,Glimmer & Glow,80.16,Yes
3079,Skincare,Velvet Vixen,39.69,Yes
3080,Haircare,Dazzle Dream,70.72,Yes
3081,Haircare,Dazzle Dream,10.73,Yes
3082,Makeup,Mystique,27.48,Yes
3083,Haircare,Mystique,62.09,Yes
3084,Nail Care,Dazzle Dream,50.89,No
3085,Haircare,Dazzle Dream,17.54,No
3086,Makeup,Fantasy,24.78,Yes
3087,Haircare,Luxe Mirage,84.75,No
3088,Nail Care,Velvet Vixen,17.99,No
3089,Body Care,Luxe Mirage,94.30,No
3090,Makeup,Glimmer & Glow,75.81,Yes
3091,Nail Care,Fantasy,54.77,Yes
3092,Skincare,Fantasy,86.43,No
3093,Body Care,Velvet Vixen,71.59,No
3094,Nail Care,Glimmer & Glow,45.55,Yes
3095,Fragrance,Dazzle Dream,46.52,Yes
3096,Body Care,Dazzle Dream,65.43,Yes
3097,Skincare,Velvet Vixen,71.67,No
3098,Makeup,Velvet Vixen,20.82,Yes
3099,Body Care,Fantasy,86.42,No
3100,Fragrance,Dazzle Dream,16.40,No
3101,Haircare,Velvet Vixen,36.38,Yes
3102,Makeup,Luxe Mirage,43.05,No
3103,Skincare,Glimmer & Glow,32.45,No
3104,Haircare,Velvet Vixen,11.39,No
3105,Makeup,Velvet Vixen,40.78,Yes
3106,Body Care,Mystique,60.72,Yes
3107,Fragrance,Dazzle Dream,32.42,Yes
3108,Fragrance,Fantasy,77.42,No
3109,Body Care,Mystique,88.55,Yes
3110,Haircare,Velvet Vixen,45.08,Yes
3111,Body Care,Luxe Mirage,81.03,Yes
3112,Fragrance,Luxe Mirage,19.98,Yes
3113,Makeup,Dazzle Dream,80.70,No
3114,Fragrance,Mystique,89.49,Yes
3115,Haircare,Glimmer & Glow,40.71,Yes
3116,Skincare,Velvet Vixen,33.64,Yes
3117,Body Care,Glimmer & Glow,15.84,Yes
3118,Skincare,Glimmer & Glow,17.45,No
3119,Haircare,Dazzle Dream,75.01,Yes
3120,Body Care,Velvet Vixen,75.63,No
3121,Fragrance,Mystique,38.84,No
3122,Nail Care,Velvet Vixen,25.81,No
3123,Skincare,Glimmer & Glow,93.60,No
3124,Body Care,Velvet Vixen,75.74,Yes
3125,Makeup,Dazzle Dream,63.92,Yes
3126,Body Care,Mystique,64.48,No
3127,Haircare,Velvet Vixen,68.77,Yes
3128,Haircare,Dazzle Dream,49.24,No
3129,Body Care,Dazzle Dream,81.11,No
3130,Body Care,Fantasy,93.24,No
3131,Skincare,Mystique,58.17,Yes
3132,Makeup,Glimmer & Glow,54.76,No
3133,Makeup,Glimmer & Glow,85.20,Yes
3134,Haircare,Luxe Mirage,51.66,No
3135,Fragrance,Fantasy,45.40,No
3136,Makeup,Mystique,82.38,No
3137,Makeup,Glimmer & Glow,84.86,No
3138,Fragrance,Fantasy,84.85,Yes
3139,Makeup,Fantasy,45.95,Yes
3140,Skincare,Fantasy,84.19,No
3141,Body Care,Luxe Mirage,29.77,No
3142,Body Care,Luxe Mirage,32.47,Yes
3143,Body Care,Glimmer & Glow,35.15,Yes
3144,Body Care,Mystique,39.18,Yes
3145,Fragrance,Fantasy,26.76,Yes
3146,Body Care,Glimmer & Glow,76.58,No
3147,Makeup,Fantasy,76.90,Yes
3148,Fragrance,Glimmer & Glow,20.72,No
3149,Fragrance,Velvet Vixen,18.42,No
3150,Haircare,Velvet Vixen,51.11,Yes
3151,Skincare,Fantasy,54.73,Yes
3152,Nail Care,Glimmer & Glow,45.05,No
3153,Nail Care,Velvet Vixen,28.33,No
3154,Nail Care,Glimmer & Glow,49.43,Yes
3155,Fragrance,Glimmer & Glow,43.41,Yes
3156,Fragrance,Luxe Mirage,78.75,Yes
3157,Nail Care,Mystique,11.71,No
3158,Makeup,Dazzle Dream,84.95,Yes
3159,Body Care,Fantasy,23.98,No
3160,Skincare,Mystique,24.96,Yes
3161,Haircare,Glimmer & Glow,48.52,No
3162,Fragrance,Fantasy,75.39,No
3163,Haircare,Mystique,11.17,Yes
3164,Fragrance,Dazzle Dream,39.33,Yes
3165,Haircare,Velvet Vixen,56.08,Yes
3166,Skincare,Fantasy,30.55,No
3167,Haircare,Glimmer & Glow,61.12,No
3168,Makeup,Glimmer & Glow,65.86,No
3169,Nail Care,Luxe Mirage,53.50,No
3170,Makeup,Glimmer & Glow,73.41,Yes
3171,Nail Care,Luxe Mirage,31.17,No
3172,Fragrance,Mystique,15.99,Yes
3173,Haircare,Dazzle Dream,58.04,Yes
3174,Haircare,Fantasy,42.88,Yes
3175,Haircare,Mystique,49.48,Yes
3176,Body Care,Fantasy,70.46,No
3177,Makeup,Mystique,24.89,No
3178,Body Care,Fantasy,50.00,Yes
3179,Nail Care,Mystique,16.07,No
3180,Nail Care,Fantasy,40.09,No
3181,Makeup,Mystique,45.29,No
3182,Skincare,Dazzle Dream,24.15,No
3183,Skincare,Fantasy,88.93,Yes
3184,Nail Care,Velvet Vixen,60.18,Yes
3185,Makeup,Dazzle Dream,29.52,Yes
3186,Skincare,Luxe Mirage,85.95,Yes
3187,Fragrance,Luxe Mirage,91.69,Yes
3188,Fragrance,Glimmer & Glow,26.41,No
3189,Makeup,Luxe Mirage,65.31,Yes
